0.9606,0.9698,0.9815,1,0.9831,0.9658,0.986,0.9692,0.9935,1,0.9968,0.971,1,0.9542,0.9859,0.9968,0.9703,0.9709,0.9977
0.9632,0.959,0.9576,1,0.9851,1,0.9967,0.956,0.968,0.9893,0.9967,0.9683,0.97,0.984,0.9981,0.9755,0.9567,0.9659,0.9946
0.99,0.992,0.9946,1,0.9688,0.9685,0.9918,0.989,0.9942,0.9772,0.9977,1,0.9853,0.9526,0.9918,0.9707,0.9988,0.9691,0.9952
0.9551,0.9556,0.9676,0.9622,0.9688,0.99,0.9905,0.9611,0.9571,0.9923,1,0.9636,0.9611,0.9945,0.9723,0.9815,0.9918,0.9595,1
0.9522,0.9802,0.986,0.9684,0.9844,0.9814,0.9957,0.9718,1,1,0.9833,0.9662,0.953,0.9977,0.9638,0.9918,0.9524,0.951,1
0.9664,0.9679,0.9607,1,0.9714,1,0.9923,0.9739,0.9659,0.9953,0.9922,0.9587,0.9855,0.9773,0.968,0.9729,0.9507,0.9556,0.9975
