0.992,0.9946,1,0.9688,0.9685,0.9918,0.989,0.9942,0.9772,0.9977,1,0.9853,0.9526,0.9918,0.9707,0.991,0.9857,0.9848,0.9871,0.961
0.9706,0.975,0.965,0.9837,0.9771,0.9788,0.986,0.9818,1,0.9536,,1,0.9926,0.9789,0.9843,0.997,0.9871,0.9826,0.9689,
0.9526,0.9699,0.9545,0.9754,0.9921,0.9536,0.9512,0.963,1,0.988,0.9961,0.9556,,0.9576,0.9782,0.989,1,0.9684,1,0.9808
0.9586,0.99,0.9871,0.9857,0.996,0.9667,0.9727,0.96,1,0.9871,0.9833,0.9684,0.9632,0.9758,0.9776,0.9901,0.9824,0.9849,0.9958,
0.9538,0.9607,0.9527,0.9725,1,0.9652,0.9551,0.9857,0.9959,0.9704,0.98,0.9568,0.9588,0.9824,0.9702,0.9634,0.9611,0.9825,0.993,0.9918
