0.9519,0.9534,0.9631,0.9778,0.9686,0.9952,0.9893,0.9806,0.9588,1,0.9849,0.9969,0.9667,0.9751,0.978,0.9502,0.9722,0.9519
0.9624,0.9509,0.9519,0.9542,0.9771,0.9515,0.9857,0.9534,0.9628,0.9957,0.9958,1,0.9657,0.9741,0.956,0.9643,0.9922,0.9613
0.989,0.9512,0.9594,0.9657,0.9966,0.9822,0.9783,0.963,0.96,0.9782,1,0.9577,0.9711,0.9871,0.9861,0.9831,0.9733,0.9595
