0.9693,0.9782,0.961,0.997,1,0.9556,0.9723,0.9931,0.9895,0.9911,0.9869,0.96,0.9639,0.9585,1,0.9897,0.954,0.9667,0.9917,0.9899,0.9797,0.9825,0.9528
0.9625,0.98,0.975,0.9552,1,0.9695,0.9848,0.981,0.9959,0.9893,0.9787,0.9931,0.9655,0.9949,0.9918,0.9679,0.9511,0.952,0.9952,0.9835,0.9689,0.995,0.9603
0.99,0.9946,1,0.9688,0.9685,0.9918,0.989,0.9942,0.9772,0.9977,1,0.9853,0.9526,0.9918,0.9707,0.9988,0.991,0.9691,0.9946,0.9528,0.9878,0.9968,0.9676
